O*NET-SOC Code,Active Learning,Active Listening,Complex Problem Solving,Coordination,Critical Thinking,Equipment Maintenance,Equipment Selection,Installation,Instructing,Judgment and Decision Making,Learning Strategies,Management of Financial Resources,Management of Material Resources,Management of Personnel Resources,Mathematics,Monitoring,Negotiation,Operation Monitoring,Operation and Control,Operations Analysis,Persuasion,Programming,Quality Control Analysis,Reading Comprehension,Repairing,Science,Service Orientation,Social Perceptiveness,Speaking,Systems Analysis,Systems Evaluation,Technology Design,Time Management,Troubleshooting,Writing,major,minor,broad,detailed
51-4111.00,3.0,3.0,3.0,2.88,3.0,2.88,3.0,0.75,2.25,3.0,2.38,0.38,0.5,1.62,2.5,3.0,1.38,3.25,3.12,3.0,1.62,0.75,3.5,3.0,2.88,1.5,1.38,2.0,2.5,2.38,2.25,2.88,3.0,3.0,2.5,Production Occupations,Metal Workers and Plastic Workers,Tool and Die Makers,Tool and Die Makers
51-4121.06,2.5,2.75,2.38,3.0,3.0,2.25,2.25,0.88,2.88,2.5,2.25,1.25,1.62,2.0,2.62,3.12,1.75,2.62,2.88,1.38,2.12,0.38,3.12,2.88,2.38,0.38,2.38,2.25,2.38,2.25,2.0,1.25,2.5,2.0,2.38,Production Occupations,Metal Workers and Plastic Workers,"Welding, Soldering, and Brazing Workers","Welders, Cutters, Solderers, and Brazers"
51-4121.07,2.0,2.62,2.5,2.5,2.75,2.62,2.12,0.25,1.75,2.38,1.75,0.62,1.0,1.75,1.0,2.62,1.75,2.62,1.62,1.0,1.88,0.38,2.88,2.38,2.38,0.5,1.75,2.5,2.5,1.5,1.38,0.38,2.5,2.5,1.62,Production Occupations,Metal Workers and Plastic Workers,"Welding, Soldering, and Brazing Workers","Welders, Cutters, Solderers, and Brazers"
51-4122.00,2.0,2.62,2.38,2.38,2.75,2.0,1.75,0.75,2.12,2.25,1.5,0.0,0.38,1.75,1.0,2.5,2.0,3.25,3.12,1.62,2.12,0.0,2.5,2.62,1.88,1.0,1.5,2.38,2.62,0.5,1.38,0.5,2.25,2.12,2.25,Production Occupations,Metal Workers and Plastic Workers,"Welding, Soldering, and Brazing Workers","Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders"
51-4191.00,2.5,3.0,2.75,3.0,2.88,3.5,2.62,0.5,3.0,2.62,2.88,1.12,1.75,2.5,2.5,3.38,1.88,3.75,3.88,2.0,2.25,0.75,3.12,3.12,3.0,1.0,2.25,2.75,2.88,2.38,1.62,0.0,2.62,2.75,2.88,Production Occupations,Metal Workers and Plastic Workers,Miscellaneous Metal Workers and Plastic Workers,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic"
51-4192.00,2.62,3.12,2.88,2.75,3.12,2.12,2.12,0.5,2.62,2.88,2.38,0.25,0.5,2.62,2.75,2.88,2.12,2.75,2.75,2.12,2.0,0.25,2.88,2.88,2.0,0.38,2.25,2.5,2.38,2.0,1.75,0.62,2.5,2.38,2.62,Production Occupations,Metal Workers and Plastic Workers,Miscellaneous Metal Workers and Plastic Workers,"Layout Workers, Metal and Plastic"
51-4193.00,2.0,2.62,2.38,2.5,2.5,2.12,1.75,0.25,2.0,2.38,1.75,0.25,0.75,2.38,1.25,2.62,2.12,3.12,2.5,1.62,2.25,0.0,2.62,2.62,2.12,1.75,1.88,2.38,2.62,1.25,1.25,0.25,2.5,2.25,2.5,Production Occupations,Metal Workers and Plastic Workers,Miscellaneous Metal Workers and Plastic Workers,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic"
51-4194.00,2.62,2.5,2.62,2.25,2.5,3.62,2.75,0.12,2.75,2.62,2.5,1.38,1.88,2.25,3.5,3.0,2.0,3.88,3.62,1.5,2.25,0.75,3.5,2.62,3.38,0.25,1.88,2.0,2.5,2.25,2.25,1.25,2.75,2.88,2.38,Production Occupations,Metal Workers and Plastic Workers,Miscellaneous Metal Workers and Plastic Workers,"Tool Grinders, Filers, and Sharpeners"
51-5111.00,2.75,2.62,2.88,2.62,2.88,2.25,1.5,0.0,2.62,2.75,2.12,0.25,0.75,2.0,1.62,2.88,2.38,3.12,2.38,1.38,2.38,0.5,2.38,2.75,2.0,0.88,2.5,2.75,2.75,2.38,2.25,0.5,2.75,2.25,2.5,Production Occupations,Printing Workers,Printing Workers,Prepress Technicians and Workers
51-5112.00,2.88,3.0,2.88,3.0,3.38,3.0,2.62,0.5,2.75,2.75,2.25,1.25,1.62,2.12,2.12,3.12,2.25,3.5,3.12,1.12,2.5,1.0,3.0,3.12,2.75,0.5,2.62,2.88,3.0,2.0,2.0,1.38,3.0,2.88,2.75,Production Occupations,Printing Workers,Printing Workers,Printing Press Operators
51-5113.00,2.29,2.54,2.42,2.71,2.75,1.83,1.83,0.5,2.58,2.42,2.25,1.12,1.5,2.33,2.08,2.83,1.83,2.92,2.79,1.67,2.04,0.29,2.5,2.83,1.67,0.29,2.25,2.21,2.5,1.88,1.58,0.58,2.71,2.25,2.42,Production Occupations,Printing Workers,Printing Workers,Print Binding and Finishing Workers
51-6011.00,1.88,2.38,2.0,2.0,2.5,0.62,0.25,0.12,1.88,2.12,1.75,0.0,0.0,1.88,0.75,2.38,1.62,2.12,2.38,1.0,1.5,0.0,1.38,2.38,0.5,0.5,2.12,2.38,2.5,1.25,1.12,0.0,2.5,1.5,1.88,Production Occupations,"Textile, Apparel, and Furnishings Workers",Laundry and Dry-Cleaning Workers,Laundry and Dry-Cleaning Workers
51-6021.00,1.25,2.0,2.12,1.88,2.0,0.88,1.12,0.5,0.0,2.25,0.12,0.0,0.12,0.12,0.38,2.25,1.5,2.38,2.38,1.0,1.62,0.0,2.12,1.75,0.12,0.5,1.38,2.12,1.75,0.0,1.0,0.25,2.38,1.75,1.5,Production Occupations,"Textile, Apparel, and Furnishings Workers","Pressers, Textile, Garment, and Related Materials","Pressers, Textile, Garment, and Related Materials"
51-6031.00,2.25,2.25,2.5,2.12,2.38,1.0,0.5,0.12,1.88,2.38,2.0,1.0,1.25,1.88,2.0,2.5,2.0,2.38,2.25,1.0,1.88,0.0,2.62,2.38,0.75,0.25,2.0,2.25,2.0,1.75,1.25,0.12,2.38,2.0,2.0,Production Occupations,"Textile, Apparel, and Furnishings Workers",Sewing Machine Operators,Sewing Machine Operators
51-6041.00,1.75,2.25,2.0,2.12,2.62,0.0,1.5,0.0,1.62,2.38,0.12,0.5,0.75,1.75,1.0,2.5,1.38,2.25,2.25,1.12,2.12,0.0,2.38,2.25,0.12,0.12,2.38,2.25,2.12,1.38,0.12,0.12,2.12,1.62,1.5,Production Occupations,"Textile, Apparel, and Furnishings Workers",Shoe and Leather Workers,Shoe and Leather Workers and Repairers
51-6042.00,1.75,2.75,2.5,1.88,2.38,2.62,2.5,0.0,1.38,2.38,1.12,1.0,0.88,1.75,1.62,2.88,1.25,2.88,3.0,1.25,1.62,0.0,3.0,2.75,2.25,0.12,1.38,1.88,2.62,1.62,1.75,0.5,2.62,2.5,1.75,Production Occupations,"Textile, Apparel, and Furnishings Workers",Shoe and Leather Workers,Shoe Machine Operators and Tenders
51-6051.00,2.12,2.38,2.38,1.88,2.38,0.0,0.25,0.0,2.62,2.38,2.25,1.5,2.0,2.25,2.12,2.62,2.0,2.12,2.25,1.62,1.88,0.0,2.0,2.25,0.0,0.0,2.12,2.0,1.88,1.88,1.75,1.0,2.5,1.62,2.25,Production Occupations,"Textile, Apparel, and Furnishings Workers","Tailors, Dressmakers, and Sewers","Sewers, Hand"
51-6052.00,2.75,3.12,2.88,2.62,3.12,1.12,1.62,0.25,2.25,2.88,1.88,1.12,1.5,2.38,2.0,2.75,2.25,2.38,2.5,2.75,2.12,0.0,1.75,2.5,1.38,0.62,2.75,2.62,2.75,1.12,0.88,1.0,3.0,1.38,2.38,Production Occupations,"Textile, Apparel, and Furnishings Workers","Tailors, Dressmakers, and Sewers","Tailors, Dressmakers, and Custom Sewers"
51-6061.00,2.0,3.0,2.25,2.75,2.62,2.25,2.0,1.0,2.12,2.38,1.75,0.75,0.62,1.88,2.5,2.75,1.62,3.62,3.25,1.5,1.88,0.0,3.0,2.62,2.25,1.0,2.0,2.38,2.62,1.88,2.0,0.75,2.25,2.12,2.62,Production Occupations,"Textile, Apparel, and Furnishings Workers","Textile Machine Setters, Operators, and Tenders",Textile Bleaching and Dyeing Machine Operators and Tenders
51-6062.00,2.25,2.38,2.62,2.5,2.62,3.5,2.5,1.5,2.75,2.75,2.38,1.0,1.0,2.25,2.0,3.12,1.88,3.62,3.62,1.62,2.0,0.62,3.38,2.62,3.0,0.12,1.88,2.0,2.12,2.25,2.38,1.0,2.75,2.88,2.38,Production Occupations,"Textile, Apparel, and Furnishings Workers","Textile Machine Setters, Operators, and Tenders","Textile Cutting Machine Setters, Operators, and Tenders"
51-6063.00,1.5,2.5,2.0,2.25,2.5,2.38,1.75,0.5,2.12,2.38,1.62,0.62,0.5,1.75,0.88,2.88,1.38,3.12,2.88,1.88,1.75,0.0,2.5,2.25,1.62,0.25,1.62,1.88,2.5,1.0,1.12,0.25,2.25,2.38,1.88,Production Occupations,"Textile, Apparel, and Furnishings Workers","Textile Machine Setters, Operators, and Tenders","Textile Knitting and Weaving Machine Setters, Operators, and Tenders"
51-6064.00,2.12,2.38,2.38,2.62,2.88,2.75,2.25,1.38,2.75,2.62,2.38,1.0,1.25,2.25,1.88,3.25,2.12,3.75,3.88,1.62,2.12,0.0,3.25,2.25,2.62,0.25,2.25,2.25,2.25,2.12,2.0,1.12,2.5,2.62,2.0,Production Occupations,"Textile, Apparel, and Furnishings Workers","Textile Machine Setters, Operators, and Tenders","Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders"
51-6091.00,2.62,3.0,2.88,3.12,2.88,3.0,2.5,0.62,2.5,2.88,2.0,0.5,0.75,2.0,1.88,3.12,2.12,3.62,3.25,1.38,2.38,0.0,3.12,2.88,3.12,0.38,2.0,2.62,2.62,1.38,1.5,0.25,2.88,2.88,2.62,Production Occupations,"Textile, Apparel, and Furnishings Workers","Miscellaneous Textile, Apparel, and Furnishings Workers","Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers"
51-6092.00,3.38,3.5,3.25,2.88,3.25,0.25,0.75,0.25,2.75,3.0,2.75,1.12,1.62,2.12,3.38,3.12,2.5,2.75,2.62,3.0,2.5,1.12,3.25,3.38,0.25,0.5,2.62,2.62,3.0,2.5,2.38,1.12,3.12,2.25,2.62,Production Occupations,"Textile, Apparel, and Furnishings Workers","Miscellaneous Textile, Apparel, and Furnishings Workers",Fabric and Apparel Patternmakers
51-6093.00,2.75,2.75,3.0,2.5,3.38,2.12,2.12,0.25,2.62,2.88,2.62,1.25,1.5,2.25,2.75,2.88,1.88,2.5,2.5,1.88,2.5,0.0,3.12,2.88,2.38,0.38,2.88,2.38,2.62,2.25,1.88,1.38,2.75,2.12,2.38,Production Occupations,"Textile, Apparel, and Furnishings Workers","Miscellaneous Textile, Apparel, and Furnishings Workers",Upholsterers
51-7011.00,2.75,2.5,2.75,2.75,3.25,2.75,3.0,1.12,2.25,2.88,2.5,1.38,1.62,2.5,3.12,3.25,2.0,3.12,3.0,2.88,2.12,1.0,3.25,2.62,2.62,0.75,2.25,2.62,2.62,1.88,2.12,1.88,3.0,2.75,2.38,Production Occupations,Woodworkers,Cabinetmakers and Bench Carpenters,Cabinetmakers and Bench Carpenters
51-7021.00,2.75,2.75,2.62,2.62,3.0,2.0,2.25,0.0,2.75,2.62,2.38,1.38,1.75,2.5,1.62,3.0,2.0,2.62,2.88,1.75,2.12,0.0,2.75,2.62,2.0,0.38,2.62,2.5,2.25,1.75,1.62,0.5,2.88,2.25,2.25,Production Occupations,Woodworkers,Furniture Finishers,Furniture Finishers
51-7031.00,2.62,3.0,3.0,3.0,3.12,0.25,0.5,0.5,2.38,2.62,1.88,0.75,0.88,2.0,2.0,2.88,1.88,2.88,2.88,2.88,1.88,0.62,2.62,3.12,0.0,1.0,2.38,2.5,2.88,2.25,2.0,1.25,2.88,1.5,2.75,Production Occupations,Woodworkers,"Model Makers and Patternmakers, Wood","Model Makers, Wood"
51-7032.00,2.5,3.0,2.75,2.25,2.88,2.38,2.5,0.0,1.88,2.62,2.0,2.25,1.88,2.0,3.12,3.0,1.62,3.12,3.0,2.88,2.0,0.75,3.0,3.12,2.38,0.75,1.38,2.5,2.25,2.0,1.5,1.62,2.62,2.38,2.38,Production Occupations,Woodworkers,"Model Makers and Patternmakers, Wood","Patternmakers, Wood"
51-7041.00,2.0,2.5,2.25,2.5,2.75,2.62,1.88,0.5,2.12,2.38,1.88,0.5,0.75,1.5,1.5,2.88,1.62,3.12,3.0,1.38,1.62,0.12,2.88,2.62,2.5,0.25,1.62,2.25,2.12,1.75,1.5,0.38,2.38,2.62,1.38,Production Occupations,Woodworkers,"Woodworking Machine Setters, Operators, and Tenders","Sawing Machine Setters, Operators, and Tenders, Wood"
51-7042.00,2.25,2.88,2.5,2.25,3.25,3.12,2.5,1.5,2.62,2.38,2.38,0.88,1.5,1.88,2.62,3.25,1.62,3.5,3.12,1.88,2.0,1.62,3.0,3.12,3.0,0.5,1.62,2.62,2.5,0.75,1.75,1.25,2.25,2.75,2.25,Production Occupations,Woodworkers,"Woodworking Machine Setters, Operators, and Tenders","Woodworking Machine Setters, Operators, and Tenders, Except Sawing"
51-8011.00,3.12,3.88,3.25,3.25,4.0,0.12,0.0,0.0,3.0,3.38,3.0,1.25,1.25,3.0,2.75,4.0,2.75,3.88,3.75,0.5,2.88,1.25,3.25,3.88,0.38,3.0,2.88,3.12,3.25,3.0,2.88,0.5,3.38,3.12,3.0,Production Occupations,Plant and System Operators,"Power Plant Operators, Distributors, and Dispatchers",Nuclear Power Reactor Operators
51-8012.00,3.0,3.5,3.12,3.62,3.75,1.38,1.12,0.12,3.0,3.25,2.62,0.75,1.12,3.0,2.75,3.25,2.75,3.5,3.0,1.88,2.62,0.88,2.88,3.62,1.38,1.5,2.88,3.0,3.25,2.75,2.88,0.62,3.0,2.5,3.12,Production Occupations,Plant and System Operators,"Power Plant Operators, Distributors, and Dispatchers",Power Distributors and Dispatchers
51-8013.00,3.0,3.12,3.0,3.0,3.62,3.0,2.25,0.5,2.62,3.12,2.38,0.75,0.75,2.38,1.88,3.38,1.62,4.0,3.75,0.88,2.0,0.75,3.12,3.25,3.12,1.88,2.62,2.75,3.0,2.25,2.12,1.0,2.75,3.12,2.88,Production Occupations,Plant and System Operators,"Power Plant Operators, Distributors, and Dispatchers",Power Plant Operators
51-8021.00,2.62,3.0,3.0,2.75,3.12,3.0,2.25,1.25,2.75,3.0,2.12,0.5,1.25,2.62,1.5,3.12,2.12,3.5,3.25,1.75,2.12,0.25,3.12,3.0,3.5,2.12,2.12,2.12,3.0,3.0,3.0,1.12,3.0,3.38,2.75,Production Occupations,Plant and System Operators,Stationary Engineers and Boiler Operators,Stationary Engineers and Boiler Operators
51-8031.00,2.88,3.0,3.0,3.0,3.38,3.12,2.62,0.38,2.75,2.75,2.5,0.62,0.88,2.25,2.62,3.5,2.12,3.62,3.38,1.12,2.25,0.25,3.25,3.25,3.12,1.88,2.38,2.75,3.0,2.88,3.0,1.25,2.75,3.12,2.88,Production Occupations,Plant and System Operators,Water and Wastewater Treatment Plant and System Operators,Water and Wastewater Treatment Plant and System Operators
51-8091.00,3.25,3.5,3.0,2.88,3.62,2.62,1.88,0.25,2.75,3.25,2.88,0.75,1.38,3.12,3.5,3.88,2.12,4.75,4.0,1.5,2.25,1.0,3.62,3.62,3.12,2.5,2.25,2.5,3.38,3.0,3.12,0.38,3.12,2.38,3.12,Production Occupations,Plant and System Operators,Miscellaneous Plant and System Operators,Chemical Plant and System Operators
51-8092.00,3.12,3.25,3.12,3.12,3.38,3.0,2.75,0.12,2.75,3.0,2.5,1.0,1.12,2.62,2.75,3.5,2.62,4.62,3.88,1.38,2.5,0.88,3.5,3.38,3.0,2.0,1.88,2.62,3.25,2.62,2.5,1.38,2.62,3.38,3.0,Production Occupations,Plant and System Operators,Miscellaneous Plant and System Operators,Gas Plant Operators
51-8093.00,3.25,3.0,3.25,3.12,3.75,2.88,2.25,0.0,3.0,3.25,3.0,1.5,1.88,2.62,3.38,3.75,2.5,4.75,3.88,1.5,2.38,1.25,3.75,3.5,2.62,1.88,2.38,2.62,2.88,3.12,2.75,1.25,3.0,2.88,3.0,Production Occupations,Plant and System Operators,Miscellaneous Plant and System Operators,"Petroleum Pump System Operators, Refinery Operators, and Gaugers"
51-8099.03,3.0,3.12,3.0,2.88,3.25,3.38,2.12,0.5,3.0,2.75,2.75,0.88,1.5,2.25,2.5,3.12,2.38,3.62,3.38,1.12,2.62,1.12,3.12,3.12,3.38,1.12,2.75,2.88,3.0,2.5,2.25,1.38,2.75,3.12,3.0,Production Occupations,Plant and System Operators,Miscellaneous Plant and System Operators,"Plant and System Operators, All Other"
51-9011.00,2.75,3.0,3.0,3.25,3.25,2.5,1.88,0.25,2.88,3.25,2.5,0.5,1.0,2.5,2.62,3.38,1.88,3.88,3.5,1.5,2.25,0.38,3.12,3.62,2.12,2.12,2.75,2.88,2.88,2.5,2.5,0.62,2.75,2.62,3.12,Production Occupations,Other Production Occupations,"Chemical Processing Machine Setters, Operators, and Tenders",Chemical Equipment Operators and Tenders
51-9012.00,2.5,2.88,2.75,2.88,3.0,2.62,2.0,1.62,3.0,2.88,2.62,0.88,1.5,2.5,2.75,3.5,2.0,3.75,3.38,0.88,2.38,1.0,3.12,3.0,2.88,2.12,2.25,2.62,2.62,2.62,2.38,1.12,2.88,2.62,3.0,Production Occupations,Other Production Occupations,"Chemical Processing Machine Setters, Operators, and Tenders","Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
51-9021.00,2.75,2.88,2.62,3.12,3.0,3.0,2.5,0.5,3.12,2.75,2.88,1.0,1.5,2.62,2.38,3.25,1.88,4.12,3.88,0.25,2.62,0.25,3.5,3.12,3.0,1.75,2.25,2.75,3.0,2.38,2.5,0.75,3.12,2.88,2.62,Production Occupations,Other Production Occupations,"Crushing, Grinding, Polishing, Mixing, and Blending Workers","Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
51-9022.00,2.0,2.88,2.62,2.75,2.75,3.0,2.5,0.25,2.25,2.75,1.75,0.75,1.12,2.25,1.5,3.0,2.0,3.5,2.88,0.5,1.88,0.0,3.0,2.62,3.0,0.25,2.38,2.38,2.38,1.88,1.75,0.75,2.5,2.88,2.62,Production Occupations,Other Production Occupations,"Crushing, Grinding, Polishing, Mixing, and Blending Workers","Grinding and Polishing Workers, Hand"
51-9023.00,2.88,2.88,2.75,2.75,2.88,3.12,2.12,0.0,2.75,2.75,2.5,1.0,1.12,2.38,2.12,3.0,2.12,3.5,3.5,0.25,2.12,1.0,3.0,2.88,2.75,2.0,2.12,2.75,2.5,2.5,2.0,0.25,2.88,2.88,2.75,Production Occupations,Other Production Occupations,"Crushing, Grinding, Polishing, Mixing, and Blending Workers","Mixing and Blending Machine Setters, Operators, and Tenders"
51-9031.00,1.75,2.62,2.12,2.25,2.38,0.38,0.5,0.0,2.12,2.5,1.12,0.0,0.12,1.88,1.0,3.0,1.75,2.12,1.75,0.25,1.62,0.0,2.0,2.75,0.38,0.0,1.5,2.5,2.38,0.75,0.75,0.0,2.75,1.25,2.12,Production Occupations,Other Production Occupations,Cutting Workers,"Cutters and Trimmers, Hand"
51-9032.00,2.0,2.75,2.75,2.75,2.75,2.88,2.12,1.0,2.0,2.62,1.75,0.75,0.75,1.88,2.0,3.0,1.62,3.62,3.25,0.88,1.75,0.5,3.62,2.88,2.62,0.38,2.25,2.62,2.62,2.12,2.0,1.0,2.38,2.75,2.12,Production Occupations,Other Production Occupations,Cutting Workers,"Cutting and Slicing Machine Setters, Operators, and Tenders"
51-9041.00,2.25,2.5,2.5,2.12,2.75,2.5,2.38,1.5,2.62,2.25,2.38,0.88,1.38,2.38,2.12,3.25,1.88,3.62,3.5,0.88,2.0,0.0,3.0,2.75,2.5,0.5,1.75,2.0,2.38,2.25,1.88,0.88,2.62,2.62,2.62,Production Occupations,Other Production Occupations,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders","Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
51-9051.00,2.25,3.0,2.75,2.88,3.0,1.12,0.62,0.0,2.0,2.5,1.25,0.0,0.12,1.88,1.62,3.12,1.75,3.88,3.12,0.62,1.38,0.12,2.75,3.12,0.75,1.0,1.38,2.38,3.0,1.12,1.12,0.25,2.0,1.5,2.62,Production Occupations,Other Production Occupations,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders","Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"
51-9061.00,2.25,3.12,2.62,2.88,3.38,0.75,0.62,0.5,1.88,2.88,1.88,0.62,0.75,1.88,2.5,3.12,1.5,3.12,2.5,1.25,2.12,0.5,3.12,3.12,0.75,1.25,1.75,2.25,2.88,2.0,2.25,0.38,2.62,1.75,2.88,Production Occupations,Other Production Occupations,"Inspectors, Testers, Sorters, Samplers, and Weighers","Inspectors, Testers, Sorters, Samplers, and Weighers"
51-9071.01,3.12,2.88,3.0,2.38,3.12,0.25,1.88,0.38,2.88,3.38,2.62,3.0,2.75,2.38,3.0,2.75,3.38,2.5,2.5,3.0,3.12,0.12,3.5,3.12,0.88,0.75,2.62,2.5,3.0,2.25,2.38,1.62,2.88,1.62,2.88,Production Occupations,Other Production Occupations,Jewelers and Precious Stone and Metal Workers,Jewelers and Precious Stone and Metal Workers
51-9071.06,2.62,3.0,2.62,2.38,3.12,1.75,2.5,0.0,1.75,3.25,2.12,1.88,2.0,2.0,2.88,3.0,1.88,2.5,2.25,2.38,2.88,0.0,3.5,2.88,1.5,0.62,3.0,2.62,3.0,1.5,1.5,1.38,2.38,1.75,2.88,Production Occupations,Other Production Occupations,Jewelers and Precious Stone and Metal Workers,Jewelers and Precious Stone and Metal Workers
51-9071.07,2.25,2.62,2.75,2.12,2.75,1.62,2.12,0.0,1.88,2.38,1.62,1.0,1.12,1.75,2.12,2.5,1.75,2.62,2.38,2.25,2.38,0.0,3.0,2.75,1.88,0.75,2.38,1.88,2.25,1.62,1.88,1.38,2.38,2.25,1.88,Production Occupations,Other Production Occupations,Jewelers and Precious Stone and Metal Workers,Jewelers and Precious Stone and Metal Workers
51-9081.00,3.0,3.0,2.75,2.62,3.12,1.38,2.25,0.0,2.75,2.5,3.0,0.88,1.88,2.12,2.12,3.0,1.88,2.75,2.62,1.88,2.0,0.12,3.25,3.12,1.88,1.12,2.12,2.25,3.0,2.0,2.0,1.75,3.0,2.0,2.88,Production Occupations,Other Production Occupations,"Medical, Dental, and Ophthalmic Laboratory Technicians",Dental Laboratory Technicians
51-9082.00,3.25,3.62,3.0,2.62,3.62,3.0,2.88,0.88,3.0,2.88,3.0,1.38,2.12,2.38,3.12,3.38,2.12,3.12,2.88,2.38,2.38,0.12,3.75,3.88,3.25,1.62,3.38,3.12,3.38,2.75,2.38,2.75,2.62,3.38,2.88,Production Occupations,Other Production Occupations,"Medical, Dental, and Ophthalmic Laboratory Technicians",Medical Appliance Technicians
51-9083.00,2.62,3.0,2.62,2.25,2.88,2.25,2.75,0.12,2.38,2.62,2.5,0.75,1.12,2.25,2.25,3.25,2.0,2.88,3.25,2.0,2.25,0.88,3.75,3.0,2.5,1.25,2.88,2.12,2.5,1.88,1.88,1.5,2.75,2.25,2.62,Production Occupations,Other Production Occupations,"Medical, Dental, and Ophthalmic Laboratory Technicians",Ophthalmic Laboratory Technicians
51-9111.00,2.25,2.5,2.38,2.88,2.38,2.62,1.88,0.0,2.38,2.38,2.12,0.25,0.38,1.88,2.0,2.75,2.12,3.5,3.0,0.0,2.12,0.0,2.5,2.88,2.38,0.0,2.12,2.5,2.38,1.75,1.88,0.25,2.38,2.62,2.38,Production Occupations,Other Production Occupations,Packaging and Filling Machine Operators and Tenders,Packaging and Filling Machine Operators and Tenders
51-9121.00,2.25,2.38,2.75,3.0,2.75,3.25,2.88,0.38,2.62,2.38,2.5,0.75,1.25,2.12,2.12,3.25,1.88,3.88,3.5,1.12,2.25,0.0,3.5,2.75,3.0,0.62,2.0,2.25,2.25,1.88,1.75,0.88,2.75,2.75,2.38,Production Occupations,Other Production Occupations,Painting Workers,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders"
51-9122.00,1.88,2.62,2.12,2.88,2.75,2.38,2.38,0.0,2.25,2.5,2.12,0.75,0.88,2.12,1.75,2.88,1.62,2.88,3.0,0.62,1.75,0.38,3.0,2.25,1.75,0.5,1.75,2.38,2.5,1.88,1.62,0.5,2.75,2.25,2.25,Production Occupations,Other Production Occupations,Painting Workers,"Painters, Transportation Equipment"
51-9123.00,1.75,2.38,2.12,2.5,2.75,1.5,1.88,0.12,1.75,2.12,1.5,0.0,0.12,1.5,0.75,2.5,1.75,2.38,2.0,1.0,2.0,0.0,2.0,2.25,1.12,0.12,2.12,2.62,2.5,0.88,0.38,0.5,2.5,1.62,1.38,Production Occupations,Other Production Occupations,Painting Workers,"Painting, Coating, and Decorating Workers"
51-9141.00,2.25,2.88,2.75,2.62,2.88,2.88,2.12,0.5,2.25,2.88,2.0,0.5,0.88,1.75,1.75,3.0,1.88,3.5,2.88,1.62,2.12,0.75,3.38,3.38,2.62,1.25,2.0,2.75,2.88,1.88,1.38,1.0,2.75,2.75,2.62,Production Occupations,Other Production Occupations,Semiconductor Processors,Semiconductor Processors
51-9151.00,2.81,2.75,2.56,2.5,2.94,2.31,2.44,0.19,2.19,2.56,2.06,0.5,0.81,2.06,1.81,3.0,2.0,3.0,2.56,1.19,2.31,0.62,2.81,2.94,2.19,0.62,2.5,2.38,2.56,2.19,1.56,0.88,2.69,2.44,2.38,Production Occupations,Other Production Occupations,Photographic Process Workers and Processing Machine Operators,Photographic Process Workers and Processing Machine Operators
51-9191.00,2.38,2.62,2.38,3.12,2.75,3.38,2.25,0.38,2.88,2.5,2.5,1.0,1.62,2.5,2.25,2.88,1.88,4.12,3.88,1.12,2.38,0.25,3.38,2.38,2.5,0.5,2.25,2.38,2.75,2.5,1.88,1.12,2.88,2.88,2.38,Production Occupations,Other Production Occupations,Miscellaneous Production Workers,Adhesive Bonding Machine Operators and Tenders
51-9192.00,2.0,2.25,2.12,2.38,2.38,1.38,0.62,0.0,2.38,2.12,2.12,0.0,0.0,2.25,0.88,2.75,1.62,2.75,3.0,1.0,1.75,0.0,2.12,2.25,0.5,0.88,1.62,2.0,2.25,1.38,1.5,0.0,2.5,1.75,2.12,Production Occupations,Other Production Occupations,Miscellaneous Production Workers,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
51-9193.00,2.88,2.88,3.0,2.88,3.38,3.0,2.88,0.88,2.75,2.88,2.25,1.38,1.62,2.5,2.5,3.5,1.88,3.62,3.62,1.5,2.12,0.88,3.25,2.75,2.75,0.75,2.25,2.38,2.75,2.25,2.12,0.62,3.0,3.12,2.88,Production Occupations,Other Production Occupations,Miscellaneous Production Workers,Cooling and Freezing Equipment Operators and Tenders
51-9194.00,2.12,2.75,1.88,2.25,3.12,1.88,1.62,0.25,1.75,2.5,1.62,0.5,0.62,1.75,1.88,2.5,1.38,2.88,2.75,1.88,1.88,0.5,2.75,2.75,1.12,0.38,2.0,2.12,2.5,1.38,1.0,0.75,2.62,2.5,2.0,Production Occupations,Other Production Occupations,Miscellaneous Production Workers,Etchers and Engravers
